gene_symbol,Tbl1xr1
parameter_id,IMPC_CBC_024_001
mouse_life_stage,Late adult
analysis_id,2u8ixf4d7gmks9c
mouse_strain,C57BL
pvalue,0.2779621
parameter_name,UIBC (unsaturated iron binding capacity)
gene_accession_id,MGI:2441730
