gene_symbol,Slc45a3
parameter_name,Center average speed
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:1922082
analysis_id,t9340fp21v43cxp
pvalue,0.5745342
mouse_strain,C57BL
