gene_symbol,Bpifa3
analysis_id,y4o837g91x07z05
parameter_id,HMGULA_DYS_024_001
parameter_name,Vibrissae - appearance
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
mouse_strain,129SV
pvalue,0.2059932
