parameter_id,IMPC_OFD_021_001
gene_accession_id,MGI:1917810
pvalue,0.7740708
analysis_id,0fg1a80a2ue4535
parameter_name,Number of rears - total
mouse_life_stage,Early adult
gene_symbol,Wars2
mouse_strain,C57BL
