mouse_life_stage,Early adult
gene_accession_id,MGI:1922962
gene_symbol,Tmem14a
mouse_strain,C57BL
pvalue,0.5096848
analysis_id,3y7vndn8vo00529
parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
