parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:1929866
gene_symbol,Rgs20
mouse_life_stage,Early adult
parameter_name,Corneal opacity
pvalue,0.649465
mouse_strain,C57BL
analysis_id,alpnk9p5vv49j2y
