parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
analysis_id,55l9qm2a9m767f4
mouse_strain,C57BL
pvalue,0.1302281
mouse_life_stage,Early adult
parameter_name,Body Weight
