mouse_strain,129SV
gene_accession_id,MGI:2684980
analysis_id,5536129v14qol04
parameter_name,Lean/Body weight
pvalue,0.2217562
gene_symbol,Mms22l
parameter_id,IMPC_DXA_008_001
mouse_life_stage,Early adult
