gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.3930578
analysis_id,j6c7p2clw6pee97
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
parameter_id,ESLIM_016_001_003
parameter_name,Haemoglobin
