parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:2385884
parameter_name,30kHz-evoked ABR Threshold
gene_symbol,Ddx27
pvalue,1.163467
analysis_id,nx6f1djjyqxa9v4
mouse_strain,C57BL
mouse_life_stage,Early adult
