parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
pvalue,0.8327038
gene_symbol,Lamb3
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:99915
analysis_id,zfz2d20l239f593
