mouse_life_stage,Late adult
pvalue,0.5320406
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,008j3r14g831a40
parameter_name,Alkaline phosphatase
gene_accession_id,MGI:2140475
