parameter_name,Heart weight
gene_accession_id,MGI:2441730
analysis_id,5aic7k3yobiywiu
gene_symbol,Tbl1xr1
parameter_id,HMGULA_HWT_008_001
mouse_strain,C57BL
pvalue,3.856202e-08
mouse_life_stage,Late adult
