gene_symbol,Frmpd1
analysis_id,jm2md5k39j6je95
mouse_life_stage,Early adult
parameter_name,Total holepokes
pvalue,0.9672986
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_id,JAXLA_HBD_001_001
