gene_symbol,Cds2
mouse_life_stage,Early adult
parameter_name,Placenta Size
pvalue,0.5936571
gene_accession_id,MGI:1332236
analysis_id,8hxk14u862da54d
mouse_strain,129SV
parameter_id,IMPC_GPP_004_001
