parameter_id,JAX_SLW_009_001
parameter_name,Dark sleep bout lengths mean
analysis_id,774n6061196sh41
gene_symbol,Etfdh
mouse_strain,C57BL
gene_accession_id,MGI:106100
pvalue,0.705786
mouse_life_stage,Early adult
