gene_symbol,Fgb
analysis_id,175a4qcz44kq725
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_HEM_027_001
gene_accession_id,MGI:99501
parameter_name,Red blood cell distribution width
pvalue,0.797675
