gene_symbol,Fpgs
mouse_life_stage,Early adult
gene_accession_id,MGI:95576
pvalue,1.481677
analysis_id,60l62aigylg3h00
mouse_strain,C57BL
parameter_id,MGP_PBI_010_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
