gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
pvalue,0.8581313
parameter_id,IMPC_HEM_038_001
analysis_id,81xx2i41cr7np8x
parameter_name,Basophil differential count
mouse_life_stage,E15.5
mouse_strain,C57BL
