parameter_name,Center permanence time
parameter_id,IMPC_OFD_016_001
mouse_strain,C57BL
gene_accession_id,MGI:2684980
analysis_id,fbfbsznuayn23hs
gene_symbol,Mms22l
mouse_life_stage,Early adult
pvalue,0.0705714
