gene_symbol,Lpgat1
pvalue,0.4228575
analysis_id,0i37m98110n9ly5
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
parameter_name,Limb morphology
parameter_id,IMPC_GEP_084_001
