gene_symbol,Tbl1xr1
pvalue,0.8628695
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_005_002
analysis_id,i137acn18ow709r
mouse_strain,C57BL
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
