parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
gene_symbol,Trdmt1
pvalue,0.765587
parameter_name,Fractional Shortening
analysis_id,x31auyo6l20z9w9
mouse_strain,C57BL
