gene_symbol,Tiprl
parameter_id,IMPC_CBC_008_001
gene_accession_id,MGI:1915087
analysis_id,018e8e1zfp0gv6a
pvalue,0.9364805
parameter_name,Total bilirubin
mouse_strain,C57BL
mouse_life_stage,E12.5
