parameter_id,IMPC_XRY_066_001
analysis_id,l65m2ttq13vf8tc
mouse_life_stage,Early adult
pvalue,0.4389736
parameter_name,Sacral processes
gene_accession_id,MGI:2653612
gene_symbol,Amigo1
mouse_strain,C57BL
