parameter_id,ICS_FEA_019_001
analysis_id,nz6a7d99voy108g
gene_accession_id,MGI:2684980
mouse_strain,129SV
parameter_name,% Freezing duration pre-cue-2
mouse_life_stage,Early adult
pvalue,0.6072649
gene_symbol,Mms22l
