mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_003_001
pvalue,0.1544446
analysis_id,syf9x2fak2p468w
mouse_strain,C57BL
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
parameter_name,Lean mass
