pvalue,0.5256328
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
analysis_id,3w2pept44m3b09d
parameter_name,KLRG1+ NK cells - % of CD45+
parameter_id,MGP_MLN_093_001
