mouse_strain,C57BL
parameter_name,Effector gd T cells - % of gd T cells
gene_accession_id,MGI:1917810
analysis_id,3g78w56t36w346s
pvalue,0.6967879
parameter_id,MGP_IMM_020_001
gene_symbol,Wars2
mouse_life_stage,E9.5
