mouse_life_stage,Late adult
pvalue,0.07507524
mouse_strain,C57BL
analysis_id,dw541f65n1yg287
gene_accession_id,MGI:2446186
parameter_id,ESLIM_007_001_006
gene_symbol,Lpgat1
parameter_name,Periphery distance travelled
