parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
mouse_life_stage,Late adult
analysis_id,05y91i15o157ya0
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.3630094
gene_symbol,Hpca
