gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.2181065
analysis_id,6ez9o6036g8xb0e
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Glucose
parameter_id,IMPC_CBC_018_001
