parameter_name,12kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_006_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Abo
analysis_id,81iv627980elmcd
pvalue,0.2487705
gene_accession_id,MGI:2135738
