gene_symbol,Psmd14
pvalue,0.4404503
gene_accession_id,MGI:1913284
parameter_name,Dark side time spent
analysis_id,0c0zurqd4yakxhs
mouse_life_stage,Early adult
parameter_id,JAX_LDT_004_001
mouse_strain,C57BL
