gene_symbol,Slc28a2
mouse_strain,C57BL
parameter_id,IMPC_OFD_012_001
pvalue,0.9940107
gene_accession_id,MGI:1913105
analysis_id,j4q44yf87o708xb
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
