mouse_life_stage,Early adult
analysis_id,o0eoh2ho4e62b5p
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:2684980
pvalue,0.9074178
mouse_strain,129SV
parameter_id,IMPC_ACS_036_001
gene_symbol,Mms22l
