gene_symbol,Jun
pvalue,0.9725917
parameter_id,CCP_LFO_001_001
parameter_name,Weight
gene_accession_id,MGI:96646
mouse_life_stage,E15.5
mouse_strain,C57BL
analysis_id,f965l739xfi58z7
