parameter_id,IMPC_IMM_051_001
gene_accession_id,MGI:3026886
analysis_id,268113g4wq78gur
mouse_strain,C57BL
pvalue,0.562311
gene_symbol,Cdin1
mouse_life_stage,E9.5
parameter_name,Monocytes
