parameter_id,IMPC_IMM_064_001
mouse_strain,C57BL
gene_accession_id,MGI:95576
pvalue,0.4440117
mouse_life_stage,Early adult
parameter_name,B1B Cells
gene_symbol,Fpgs
analysis_id,v8ms6ilzeh13662
