gene_symbol,Secisbp2l
parameter_name,Resting NK cells - % of CD45+
analysis_id,9640zdiqtvfm9n0
pvalue,0.8929605
parameter_id,MGP_IMM_100_001
gene_accession_id,MGI:1917604
mouse_life_stage,Early adult
mouse_strain,C57BL
