parameter_id,IMPC_DXA_004_001
gene_symbol,Cdin1
mouse_life_stage,E9.5
pvalue,0.1952872
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,93i7p3560v8krvp
gene_accession_id,MGI:3026886
mouse_strain,C57BL
