gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
analysis_id,ngnq625ri61o99y
pvalue,0.8464494
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_strain,C57BL
parameter_id,IMPC_CBC_024_001
