mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,6m96m87036bjcj0
pvalue,0.733685
gene_symbol,Inpp1
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:104848
parameter_name,Eye
