parameter_id,JAXLA_CSD_023_001
gene_symbol,Slc28a2
pvalue,0.0981921
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Vibrissae - presence
analysis_id,uo0etr0kio82f0p
gene_accession_id,MGI:1913105
