parameter_id,IMPC_EYE_017_001
parameter_name,Lens Opacity
mouse_strain,C57BL
gene_accession_id,MGI:891989
analysis_id,14cnh1l408c4n0b
mouse_life_stage,Early adult
pvalue,0.6359173
gene_symbol,Npbwr1
