parameter_id,IMPC_EYE_056_001
gene_accession_id,MGI:95457
gene_symbol,Mecom
pvalue,0.1552244
parameter_name,Mean left eye lens density
mouse_strain,C3H
analysis_id,tw6opzqhc9cgaj4
mouse_life_stage,Early adult
