gene_symbol,Mapkap1
pvalue,0.4832908
gene_accession_id,MGI:2444554
parameter_id,MGP_PBI_040_001
parameter_name,Eosinophil number
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,47p1fm262904720
