parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1917022
parameter_name,Weight
mouse_strain,C51BL
pvalue,0.1347019
mouse_life_stage,Early adult
analysis_id,u34d02l1t517e76
gene_symbol,Bdh2
