parameter_name,Glucose
analysis_id,v2f9x0h5u4951ap
gene_symbol,Ahctf1
mouse_strain,C57BL
pvalue,0.7842898
parameter_id,IMPC_CBC_018_001
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
