parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:3045306
mouse_life_stage,Early adult
pvalue,0.7143599
gene_symbol,Exd1
analysis_id,r889d065mrwd4us
parameter_name,Body Weight
mouse_strain,C57BL
