parameter_id,IMPC_CBC_015_001
gene_symbol,Maco1
mouse_life_stage,Early adult
parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.6471509
gene_accession_id,MGI:1913396
analysis_id,2f274928a9a9f76
