parameter_name,Total cholesterol
gene_symbol,Bmi1
gene_accession_id,MGI:88174
analysis_id,3rd736hj0b0m92o
mouse_strain,C57BL
parameter_id,IMPC_CBC_015_001
mouse_life_stage,E12.5
pvalue,0.3707872
