gene_symbol,Galnt13
gene_accession_id,MGI:2139447
pvalue,0.7857577
parameter_name,KLRG1+ NK cells - % of NK cells
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_036_001
analysis_id,v1x8td12k6nrgu4
