gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_name,Effector CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_013_001
mouse_strain,C57BL
pvalue,0.2557225
analysis_id,45z5a0jqxex9v16
mouse_life_stage,E9.5
