parameter_id,IMPC_ABR_012_001
parameter_name,30kHz-evoked ABR Threshold
pvalue,0.842751
mouse_strain,C57BL
analysis_id,u91z5cb221xgr5x
gene_symbol,Nemp2
mouse_life_stage,Early adult
gene_accession_id,MGI:2444113
