gene_symbol,Bach2
parameter_name,Aggression
mouse_life_stage,Early adult
pvalue,0.249501
gene_accession_id,MGI:894679
mouse_strain,C57BL
analysis_id,9kk74oxs90779p2
parameter_id,IMPC_CSD_079_001
