parameter_id,IMPC_HEM_031_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
analysis_id,6of4v433394od55
gene_symbol,Fgb
pvalue,0.5335206
