parameter_id,IMPC_XRY_033_001
gene_symbol,Alkbh3
gene_accession_id,MGI:1916363
parameter_name,Tibia length
pvalue,0.7217824
analysis_id,885ivgsw94zwd3g
mouse_life_stage,Early adult
mouse_strain,C57BL
