gene_symbol,Galnt13
analysis_id,9u6q9o5n322xs31
gene_accession_id,MGI:2139447
mouse_life_stage,Middle aged adult
parameter_name,Total CD4+ T cells - % of CD45+
mouse_strain,C57BL
pvalue,0.3308328
parameter_id,MGP_MLN_064_001
