mouse_life_stage,Late adult
parameter_name,Alpha beta T cell percentage
pvalue,0.6630265
mouse_strain,C57BL
gene_accession_id,MGI:2441730
analysis_id,9395s3odq57e8i4
gene_symbol,Tbl1xr1
parameter_id,MGP_PBI_002_001
