gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_name,CD4+ alpha beta T cell percentage
analysis_id,p759259cnjwvy79
pvalue,0.07616029
parameter_id,MGP_PBI_003_001
gene_accession_id,MGI:88461
mouse_strain,C57BL
