parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
analysis_id,0h66w9spm36142t
gene_symbol,Snap23
pvalue,0.701803
parameter_name,Center resting time
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
