parameter_id,IMPC_IMM_034_001
gene_accession_id,MGI:3033992
mouse_strain,C57BL
parameter_name,CD8 CD44-CD62L+ T cells
pvalue,0.2690759
analysis_id,as2f9am2s102r59
gene_symbol,Cldn19
mouse_life_stage,Early adult
