parameter_name,Whole arena average speed
parameter_id,IMPC_OFD_009_001
mouse_life_stage,E9.5
pvalue,0.7075789
gene_symbol,Orc2
analysis_id,3a8853z7hq3w345
gene_accession_id,MGI:1328306
mouse_strain,C57BL
